firstnum,secondnum,mean,stddev,median,user,system,min,max
10,10,0.003722025282999997,0.00044558096987634335,0.0036573070000000003,0.0011445689999999998,0.00008667099999999998,0.0028144560000000003,0.007759824
10,11,0.003741363791000001,0.0004107275994490319,0.0037170995000000004,0.0011461770000000015,0.000099959,0.0030915530000000004,0.006182955
10,12,0.003736957953000002,0.0003943915716911376,0.00372048,0.0011350479999999996,0.00010902199999999999,0.002899846,0.005101921000000001
10,13,0.003814272432999999,0.00043809483700843715,0.0038105845000000003,0.0011748629999999995,0.00009883199999999998,0.002973423,0.007840603
10,14,0.003741528293000002,0.0004111712066079807,0.0037299300000000002,0.0011428819999999996,0.00010950199999999998,0.002923371,0.005702643
10,15,0.003760303334999999,0.00041680444729357214,0.0037444155000000002,0.001145564999999998,0.00011352399999999999,0.0028851980000000003,0.005702214000000001
10,16,0.0037118446249999938,0.0003938146102473405,0.0036980735000000002,0.0011514409999999998,0.00010067699999999997,0.002883655,0.0054155340000000005
10,17,0.003709309894999997,0.0003937970218197517,0.0036643705000000003,0.001140765999999997,0.00011464699999999999,0.0029090030000000003,0.004922831
10,18,0.003734276924,0.0004173587836913685,0.0036782215000000004,0.0011788739999999995,0.00008130500000000002,0.00295028,0.005764535
10,19,0.0037612018110000024,0.00041475089920645834,0.003740671,0.001185337,0.000089587,0.0029257840000000003,0.005154229000000001
10,20,0.0037661871499999997,0.0004334293020225829,0.003729191,0.001180128999999999,0.00009931999999999996,0.0029511710000000003,0.007959558
10,21,0.0037725090889999995,0.00040122096228267323,0.003741452,0.0011940449999999997,0.000093802,0.002890929,0.0059412200000000005
10,22,0.003828019892999999,0.0004417286923841659,0.0037993625000000003,0.0012079490000000005,0.00011188100000000002,0.003097593,0.007024889
10,23,0.003785526537,0.0003917988379298031,0.0037487425000000004,0.0011889530000000002,0.000109458,0.003183224,0.0051497190000000005
10,24,0.0037695459160000024,0.0003992302303052019,0.003755077,0.0012061859999999988,0.00010225300000000003,0.0031123920000000003,0.005020669
10,25,0.0038462411619999983,0.0004133616314737236,0.0038218490000000004,0.0012210359999999993,0.00011549499999999999,0.0029277680000000003,0.005227309
10,26,0.0038616050939999993,0.00040206514745868785,0.0038513765000000003,0.0012192550000000005,0.00012092199999999996,0.003066997,0.0067876230000000004
10,27,0.0038215361020000004,0.0003976160015778923,0.0038053825,0.0012382820000000007,0.00010174299999999995,0.002972141,0.005185958
10,28,0.003784491362999999,0.0004031427781509231,0.0037438985000000004,0.001230811000000001,0.00010671600000000003,0.003163346,0.0052802280000000005
10,29,0.0038711816899999986,0.00040502041535982625,0.0038512165,0.0012400500000000008,0.000122163,0.003130856,0.005457333
10,30,0.0038483257280000007,0.00040601329771704377,0.0038083820000000003,0.0012534830000000016,0.00010962799999999999,0.002972291,0.005851046
10,31,0.0038316361019999977,0.00040416236783778596,0.0037653635000000005,0.0012483619999999998,0.00011689999999999998,0.003007987,0.0053753510000000004
10,32,0.003855963083,0.0004204076991971368,0.0038397285000000003,0.0012573240000000022,0.00012829100000000002,0.003033806,0.005209182000000001
10,33,0.0038616175629999977,0.0004199352177051257,0.0038445000000000003,0.0012834820000000016,0.000104148,0.0029627440000000002,0.008854603
10,34,0.0038806303100000004,0.0004097801687789544,0.0038450225,0.0012727020000000012,0.000124799,0.0031425990000000003,0.005193906000000001
10,35,0.0038823291060000034,0.00040414412126406444,0.0038296935,0.0012914720000000012,0.000117687,0.002949838,0.005671311
10,36,0.003987474419999999,0.0004208688552874689,0.0039414745,0.0013358390000000016,0.000125062,0.003064152,0.005465969
10,37,0.004035173151000005,0.00047416331086605934,0.004019413,0.0013582910000000008,0.000130535,0.003108795,0.006225886000000001
10,38,0.003939594933000002,0.00040470051864699067,0.0039110805000000005,0.0013249850000000012,0.000130859,0.0030750210000000003,0.005499962000000001
10,39,0.003957678581000003,0.0004119554225074074,0.0039083705,0.0013315919999999997,0.00013261899999999994,0.0033063940000000003,0.0054957240000000004
10,40,0.003952740065999997,0.0004184136270063254,0.0039070024999999994,0.0013305230000000001,0.00013639799999999998,0.002944449,0.006153850000000001
10,41,0.003993964266999994,0.00040816325270057934,0.0039536745000000005,0.0013733410000000014,0.000124058,0.0033433520000000004,0.005994931
10,42,0.004047068563999999,0.0004143176377539508,0.0040285765000000005,0.0014060770000000012,0.000145855,0.0033767840000000003,0.005702479000000001
10,43,0.004020040744999998,0.0003864897421310307,0.0039797835,0.0013870640000000001,0.00013846899999999998,0.003174587,0.00516328
10,44,0.004063736802999996,0.00044821362206422515,0.003996309500000001,0.0014078760000000015,0.00014185400000000001,0.003141506,0.006199241
10,45,0.004014704852000004,0.00043000073879433494,0.0039612955,0.0013881070000000002,0.00015313300000000007,0.00320439,0.0059765320000000005
10,46,0.004079369317000002,0.00042540836642388413,0.0040247650000000005,0.0014415319999999988,0.00013096500000000003,0.003206336,0.00633035
10,47,0.004113946695999999,0.00044501027068634944,0.00405587,0.0014242670000000005,0.00016935300000000012,0.003200346,0.006138467000000001
10,48,0.004116728755000002,0.00042920658044642965,0.0040519430000000006,0.0014435629999999993,0.00016583799999999997,0.0034331500000000003,0.006190454000000001
10,49,0.0041512790869999965,0.0004464303034958301,0.004056126,0.001471003999999999,0.000149973,0.0032148230000000003,0.007099113000000001
10,50,0.004160094115999999,0.0004300603690597524,0.004103059500000001,0.0014682389999999997,0.000181771,0.003405388,0.0056471080000000005
10,51,0.004176633967,0.0004471053618020078,0.0041271695,0.0015227469999999999,0.00013808800000000002,0.0034842650000000003,0.007086587
10,52,0.004144859961000001,0.0004301266812268811,0.0040989005000000005,0.0015195720000000003,0.00013980399999999994,0.0034799460000000003,0.005711451
10,53,0.004174324224,0.0004200297350624408,0.004109691,0.0015214199999999999,0.000152898,0.0033764130000000004,0.0062888530000000005
10,54,0.004210042534999995,0.000438288477909339,0.0041664815,0.0015753569999999988,0.0001467760000000001,0.0034882420000000003,0.006822318000000001
10,55,0.004244393355999998,0.00045265023631381706,0.004201142,0.001587735,0.000147433,0.003220394,0.005784603
10,56,0.004265021776999995,0.0004411576969079475,0.0042032545,0.0015621779999999987,0.0001997519999999999,0.003442066,0.006278212
10,57,0.004236951005000004,0.0004556202869606565,0.0041348975,0.0015656739999999998,0.000185407,0.003486339,0.010302078000000001
10,58,0.004287495529000001,0.00043106320464195895,0.004211689000000001,0.0016322089999999973,0.00012871699999999998,0.003378007,0.005876804
10,59,0.00435781961,0.0004509042686397453,0.004257812,0.001673148000000002,0.00016410899999999998,0.0034209960000000004,0.005960952
10,60,0.004412194905999993,0.0004903541893530624,0.0043247275,0.0016839510000000012,0.00019178200000000001,0.003661005,0.008313466
10,61,0.004303506892000006,0.0004377255671484059,0.0042301025,0.001636470000000001,0.00017711400000000005,0.003374611,0.005745334
10,62,0.004369151818999997,0.0004584466438161788,0.0042932765,0.0016821299999999987,0.00018267100000000005,0.003444391,0.006576073
10,63,0.004440811705000004,0.00048468302519634384,0.0043540060000000005,0.0017440030000000033,0.00016822499999999998,0.0035458300000000002,0.00785618
10,64,0.004371969237999998,0.00044642177374698067,0.004283122,0.0016566199999999984,0.00021583800000000004,0.003395659,0.006525892
10,65,0.004419533216999999,0.0005060375684480834,0.0043766740000000005,0.001727367000000001,0.00018289700000000003,0.003467934,0.008130647000000001
10,66,0.004465930362000008,0.00046452319358755316,0.00437481,0.0017588640000000013,0.00018382100000000003,0.003729763,0.006417091000000001
10,67,0.0044976330450000055,0.0004759095882189237,0.004399937,0.0017733480000000005,0.000195247,0.003442988,0.006620572000000001
10,68,0.00446017891,0.0004692604661297628,0.004359327,0.0017487089999999993,0.00021946699999999988,0.0035674500000000002,0.006347547
10,69,0.004567090529999999,0.0005637430758258719,0.0044614319999999996,0.0018141739999999998,0.000231701,0.003651619,0.01008938
10,70,0.004624936204000002,0.0005064721615844986,0.004580263500000001,0.001850885000000001,0.00022008200000000005,0.003849256,0.0077997890000000005
10,71,0.004683420584000002,0.0005653134155820137,0.004601322000000001,0.0018630229999999992,0.000264719,0.0038889500000000004,0.011274626000000001
10,72,0.004562514405,0.0004691550602946672,0.0044693015,0.0018113050000000002,0.00023884599999999994,0.003829919,0.006651634
10,73,0.004797981828000001,0.0006147703301940083,0.0046938745,0.0019442019999999973,0.000262984,0.003902434,0.007884852000000001
10,74,0.004704825764000005,0.0005847252036648695,0.004595119,0.0019491159999999997,0.00022974800000000002,0.00392843,0.010619625
10,75,0.0046945278380000075,0.0004942657962216667,0.0045690625,0.0019131019999999994,0.00023888600000000003,0.0038598860000000003,0.006935247
10,76,0.004693404637000001,0.0005055582394376901,0.004595564,0.001948060999999997,0.00024244800000000003,0.003957128,0.008805128
10,77,0.004875237331999999,0.0005957145804071873,0.004766174,0.002006237999999999,0.000292842,0.004007119,0.00935116
10,78,0.004788859752999997,0.0005667778855834822,0.0046717090000000005,0.0019912679999999987,0.00025667400000000003,0.003965993,0.008198081000000001
10,79,0.004830051349,0.000516879509756875,0.004732793000000001,0.002017042999999999,0.0002704439999999999,0.003917502000000001,0.0067452070000000005
10,80,0.004878985555999998,0.0005339717482836164,0.004762487500000001,0.0020617119999999994,0.00026194,0.004041324000000001,0.009218966
10,81,0.0048686837729999995,0.0005135942581211615,0.0047899385,0.0020091119999999987,0.00030739799999999996,0.0038314620000000003,0.006522548
10,82,0.004899021442000002,0.0005244765191473545,0.0047909705,0.002018084000000001,0.000329787,0.0040395000000000006,0.007137244
10,83,0.004898985491000007,0.0005059167768874086,0.0047845084999999996,0.0020936930000000006,0.00029165600000000005,0.004121573,0.007526781000000001
10,84,0.004972357993000001,0.0005495826048536569,0.004872047000000001,0.002126914000000001,0.0002932720000000001,0.00409838,0.007873478
10,85,0.005057306427999996,0.0005431021444012038,0.004972339500000001,0.002256284000000001,0.00027208699999999996,0.004225897,0.007126709
10,86,0.005042487317999999,0.0005339004145519364,0.004949836500000001,0.0022407149999999995,0.000249702,0.004141479,0.006838938
10,87,0.005222221009,0.0006219579048414057,0.0051298345,0.002293652999999998,0.00034093999999999997,0.0042052190000000005,0.008445784000000001
10,88,0.0051022888119999985,0.0005496055677772127,0.005012932500000001,0.002187986999999998,0.00034137899999999984,0.004123626,0.007534905000000001
10,89,0.005147767372999998,0.000536797146586609,0.005088536,0.002263646999999999,0.00032911999999999997,0.004305536,0.0068602080000000005
10,90,0.005201501196,0.0006246447391445671,0.005040670000000001,0.0022815960000000025,0.0003591149999999999,0.004282152,0.008682763000000001
10,91,0.005254158680999997,0.0005467178577457418,0.005162269000000001,0.002354420999999997,0.00032423,0.004370197,0.006999709000000001
10,92,0.005264503274999996,0.0005587260546393969,0.0051901740000000005,0.0023245580000000004,0.00036982299999999986,0.004326325000000001,0.007709706
10,93,0.005309564408,0.0005696704983625238,0.0052343400000000005,0.0024127189999999994,0.000319076,0.004319432000000001,0.0071025210000000005
10,94,0.005306623517999997,0.0005523297929177533,0.005212276,0.0024446089999999995,0.00028996200000000005,0.004390423,0.007145965000000001
10,95,0.005470115050999998,0.0005794015954368947,0.005362681,0.002563366,0.00034099200000000014,0.004417275,0.008383428
10,96,0.005364775632000002,0.000562506979429501,0.005287348000000001,0.0024266219999999976,0.00037525100000000006,0.004455225,0.0073815090000000005
10,97,0.005456533850999995,0.0006414614321299585,0.005363408500000001,0.0024552499999999974,0.000415057,0.0042561940000000005,0.011078441000000001
10,98,0.005344675636999996,0.0005880582050661504,0.005217175500000001,0.0024831519999999985,0.00031866399999999997,0.004412355000000001,0.008371284
10,99,0.005392406017,0.0005513560790705267,0.00530408,0.0024326509999999953,0.000422258,0.004523712,0.007222934
