firstnum,secondnum,mean,stddev,median,user,system,min,max
63,63,0.007240740372999998,0.000599921597169137,0.007114542000000001,0.003760173999999994,0.0007027660000000001,0.006264568000000001,0.011974852000000001
64,64,0.007484132349999998,0.0006261133303927263,0.0073642625000000005,0.003958503,0.0006779969999999998,0.006361599000000001,0.012364299
65,65,0.008503732724999996,0.0006101673745425247,0.008465821500000002,0.004530636999999994,0.0010612649999999998,0.007419681000000001,0.010893348
66,66,0.008725744762000007,0.0006321769785033516,0.008639783000000002,0.004574576999999999,0.001221226,0.007513084000000001,0.010817205
67,67,0.008751722238999999,0.000621353159644388,0.008685127,0.0046683739999999994,0.0011724799999999996,0.007510611,0.010527856
68,68,0.009149320219999988,0.0006571038353608287,0.009088918000000001,0.004726709,0.0014712260000000006,0.007904285,0.0125968
69,69,0.009353542759000017,0.0006324334299428423,0.009352286500000001,0.0047522559999999955,0.0016330610000000008,0.00806769,0.012056917
70,70,0.009443463049999986,0.0006959033979630692,0.009389312,0.005081530000000001,0.001425432000000001,0.008248785,0.015752187
71,71,0.00970823538399999,0.000724540963356899,0.009651240000000002,0.005039789999999998,0.0017314119999999999,0.008482202000000001,0.016520990000000003
72,72,0.010418579124999997,0.0008372294013868854,0.010333131,0.005413574000000001,0.0018823930000000004,0.008801226,0.014396062000000001
73,73,0.010205210598000013,0.0006294646443619833,0.0102062455,0.005368877000000005,0.001851876000000001,0.009037196,0.012130462000000002
74,74,0.010471270595999992,0.0006806552796824016,0.010464662,0.005506955999999999,0.0019542800000000005,0.009090396,0.015413853000000002
75,75,0.010683606457999996,0.0006561759723215325,0.010669185500000001,0.005707734999999992,0.0018741579999999997,0.009384824,0.013420375
76,76,0.010982946019999993,0.0006590342619351767,0.010955285500000002,0.005764159000000005,0.002087495999999999,0.009611807,0.013171753000000001
77,77,0.01135433728299999,0.0007137062492495341,0.011280344500000001,0.005999148999999995,0.002184912,0.009937263,0.016271872
78,78,0.011694299000000002,0.00070724220990234,0.0116831225,0.0059875879999999986,0.0025712820000000003,0.010235900000000001,0.01641592
79,79,0.011933583704999987,0.0007121242865232396,0.011927223,0.006406788999999991,0.0023787149999999983,0.010163877,0.017420888000000002
80,80,0.01210418954400001,0.0006568945466331711,0.012108091000000001,0.006447281000000002,0.002500091999999999,0.010620157,0.014501365
81,81,0.012618944819000012,0.0008851439058634164,0.0125316205,0.006501653999999995,0.0029246059999999984,0.010891183,0.021007108
82,82,0.01271328495999998,0.0006774767137892158,0.012722221,0.006767803,0.0028086149999999974,0.011201591,0.014728094
83,83,0.01321632499800001,0.0006274589016851311,0.013201612500000001,0.0074609950000000015,0.0026073059999999993,0.011694901,0.015304519
84,84,0.013641093953000007,0.0008313060612731307,0.013576028,0.007300924999999991,0.0030678049999999994,0.012050133000000001,0.020322809
85,85,0.013906502281999997,0.0006490654138824013,0.013880342,0.007874376,0.002812441999999999,0.012283669,0.016585537
86,86,0.014073678286999996,0.0008654049162747355,0.014012565000000001,0.007719489999999995,0.003107568999999997,0.012529315000000001,0.021659339
87,87,0.014292153124000003,0.0007278300866064883,0.014220225000000001,0.007704848000000001,0.003308709000000001,0.012655291,0.017898664
88,88,0.014675272095999996,0.0007620871937076549,0.014640641000000001,0.008234475000000005,0.003213293999999998,0.013196609000000002,0.023200535
89,89,0.014785924718000002,0.0007059638805479348,0.014730628500000002,0.008400996999999997,0.003184544999999999,0.013204064000000001,0.017439889
90,90,0.015158653173000022,0.0006872061260001685,0.015108112,0.008629616000000015,0.003304863000000002,0.013588590000000001,0.017756735000000003
91,91,0.015493168143999998,0.0006684279259741866,0.015475017,0.008583223000000013,0.0036884359999999985,0.014013823000000002,0.019244904
92,92,0.015994093296999988,0.0007519749696032756,0.015964479500000003,0.009048183999999996,0.0036151579999999977,0.014427746000000002,0.025093891
93,93,0.01666182238600002,0.0007992788020370321,0.016625577000000002,0.009516106000000012,0.0038042630000000017,0.014961157000000001,0.025052591000000003
94,94,0.016784373554000004,0.0008175481081470358,0.016739824,0.009558182999999994,0.003903386,0.015148809000000001,0.026076008
95,95,0.017365620896000012,0.0008406887238380183,0.0173165145,0.010082157000000005,0.003982843000000001,0.015652186000000002,0.029416375
96,96,0.017685906064999982,0.0007615678720128369,0.017626186500000002,0.010320691000000007,0.004007704999999997,0.015871436000000003,0.024441822000000002
97,97,0.017944675856000018,0.0007238033366644716,0.017908157,0.010558487999999984,0.0040548020000000014,0.016243059,0.024016468000000003
98,98,0.01836879778300001,0.0007006846586481048,0.0183649135,0.011032569000000006,0.004002381,0.016570749000000003,0.023958425000000002
99,99,0.018598404100999992,0.000739587608367233,0.018568117000000002,0.010914959000000014,0.004244714999999996,0.016728072,0.024469793
100,100,0.01934018018400001,0.0007379256172708132,0.019300272,0.011517813999999994,0.0043337390000000005,0.017737313,0.024996875
