stations,connections,lines,mean,stddev,median,user,system,min,max
1900,1900,1900,0.14812777900000001,0.003409090888642437,0.1480001345,0.1431352,0.0009642999999999999,0.141107733,0.154726989
2000,2000,2000,0.1593032196,0.008047215509677472,0.156605122,0.15532039999999997,0.0,0.15367217700000002,0.18044468400000002
2100,2100,2100,0.18101268199999998,0.005431311287711795,0.17968284,0.1752591,0.0019535999999999998,0.17446729800000002,0.193782048
2200,2200,2200,0.20403802630000004,0.003289009322068783,0.20505909600000002,0.19816709999999998,0.0019280999999999999,0.198063294,0.208522743
2300,2300,2300,0.22798632080000006,0.004867610244799817,0.22804939000000002,0.22276819999999997,0.0009658999999999999,0.22145214000000002,0.23569667800000002
2400,2400,2400,0.24088136320000003,0.004171465678631773,0.24095171950000002,0.23674109999999998,0.0,0.23321773,0.249463167
2500,2500,2500,0.26654261020000003,0.004714461368289978,0.267011433,0.2605664,0.0019479999999999996,0.258952732,0.271959872
2600,2600,2600,0.31666730770000007,0.024633535803343962,0.306947063,0.31246509999999994,0.0,0.29916696800000003,0.38092781000000003
2700,2700,2700,0.3162432994,0.014162437172442482,0.3110542135,0.311064,0.0009762,0.30503022900000004,0.346752357
2800,2800,2800,0.33786548650000003,0.006055148025381622,0.335931501,0.33173530000000007,0.001951,0.329444509,0.350867552
2900,2900,2900,0.3822104466000001,0.0392368265455064,0.367735245,0.37605579999999994,0.0019663,0.362943244,0.491462508
3000,3000,3000,0.42965403360000004,0.011894464591251045,0.42527211750000005,0.4241092999999999,0.001001,0.41544233700000005,0.44992924300000003
3100,3100,3100,0.4467092025,0.004582905767405606,0.44637708200000004,0.4411195,0.0009958999999999999,0.43996481000000004,0.452668369
3200,3200,3200,0.4765424996,0.0055230927769000845,0.47726393200000006,0.4699815,0.0019703999999999998,0.46865299800000004,0.48285392200000005
3300,3300,3300,0.4869607569000001,0.007154087336188688,0.485567093,0.48078189999999993,0.0019864,0.47604281200000004,0.496899766
3400,3400,3400,0.5243750122,0.004593431200094113,0.5263555630000001,0.5198727999999999,0.0,0.51677542,0.5290050150000001
3500,3500,3500,0.5657111673,0.017478323521995152,0.5610498455,0.5598042999999999,0.0009865,0.551064317,0.6110151180000001
3600,3600,3600,0.5955054491000001,0.006736347147495115,0.595390525,0.5912223000000001,0.0,0.585842082,0.604343001
3700,3700,3700,0.6320627174,0.00811940432895516,0.6300863670000001,0.6262698999999999,0.0010021000000000001,0.6234918300000001,0.645770014
3800,3800,3800,0.6669673075000001,0.008077905297171449,0.666288371,0.6612638,0.0009948000000000001,0.6543878230000001,0.6808959410000001
3900,3900,3900,0.7309095001,0.008289084704493667,0.7313915165,0.7262275999999999,0.0,0.719345365,0.7449415540000001
4000,4000,4000,0.7522184532,0.0065276818614184665,0.7524434455,0.7475086999999999,0.0,0.7382925130000001,0.7633682980000001
4100,4100,4100,0.7864410233,0.00779482372127728,0.784328946,0.7796658,0.0019884,0.774970944,0.8011712110000001
4200,4200,4200,0.8351201398000001,0.012064592138280794,0.828640354,0.8299301,0.0,0.8267343840000001,0.860013165
4300,4300,4300,0.8781301856000001,0.008035936516847064,0.8784413155000002,0.8730897000000001,0.0,0.8669349590000001,0.891551285
4400,4400,4400,0.9269560418000001,0.009487545219504944,0.9255953305000001,0.9209754,0.0009938,0.9139176880000001,0.9436391850000001
4500,4500,4500,0.9650649961,0.01584833000225235,0.9599248440000001,0.9570629,0.0029912999999999997,0.9441247890000001,0.9947676860000001
4600,4600,4600,1.036337063,0.008926890421562502,1.0367298905,1.0289843999999997,0.0019887999999999998,1.022097354,1.047283667
